"","region","population","sex","age","education","income","statusquo","vote"
"683","Centre",15000,"Male","55-64","Primary",15000,0.32051,"Undecided"
"684","Centre",15000,"Female","18-25","Secondary",NA,-0.4243,"Undecided"
"685","Centre",15000,"Male","18-25","Secondary",15000,-0.40299,"No"
"686","Centre",15000,"Male","55-64","Primary",7500,1.33395,"Undecided"
"687","Centre",15000,"Male","18-25","Secondary",7500,-1.29617,"No"
"688","Centre",15000,"Male","26-34","Primary",7500,-1.29617,"No"
"689","Centre",15000,"Female","18-25","Secondary",7500,0.40932,"Undecided"
"690","Centre",15000,"Female","35-44","Primary",7500,1.48894,"Yes"
"691","Centre",15000,"Female","35-44","Secondary",35000,1.51326,"Yes"
"692","Centre",15000,"Male","26-34","Secondary",7500,-1.14579,"No"
"693","Centre",15000,"Female","26-34","Secondary",35000,-1.30485,"No"
"694","Centre",15000,"Male","55-64","Primary",7500,0.90604,"Yes"
"695","Centre",15000,"Male","45-54","Primary",15000,0.81951,"Yes"
"696","Centre",15000,"Male","35-44","Primary",7500,1.0111,"No"
"697","Centre",15000,"Female","55-64","Primary",35000,-0.92728,"Undecided"
"698","Centre",15000,"Female","18-25","Secondary",35000,1.11308,"Abstain"
"699","Centre",15000,"Male","18-25","Secondary",7500,0.12472,"Undecided"
"700","Centre",15000,"Male","18-25","Post Secondary",15000,-1.0234,"No"
"701","Centre",45000,"Female","35-44","Primary",7500,1.25841,NA
"702","Centre",45000,"Male","45-54","Primary",7500,0.80784,NA
"703","Centre",45000,"Female","55-64","Primary",2500,1.5877,"Yes"
"704","Centre",45000,"Male","18-25","Secondary",15000,1.00996,NA
"705","Centre",45000,"Male","26-34","Secondary",7500,0.42771,NA
"706","Centre",45000,"Male","45-54","Primary",2500,-1.29617,"No"
"707","Centre",45000,"Female","26-34","Secondary",7500,-0.70096,NA
"708","Centre",45000,"Female","26-34","Primary",7500,0.97,"Undecided"
"709","Centre",45000,"Female","55-64","Primary",15000,1.50846,"Yes"
"710","Centre",45000,"Male","26-34","Secondary",7500,-0.6341,"Yes"
"711","Centre",45000,"Female","35-44","Primary",35000,0.1921,"Undecided"
"712","Centre",45000,"Male","35-44","Post Secondary",35000,1.44322,"Yes"
"713","Centre",45000,"Male","65+","Primary",15000,1.29875,"Undecided"
"714","Centre",45000,"Male","26-34","Secondary",7500,-1.01171,"Abstain"
"715","Centre",45000,"Female","55-64","Primary",15000,-0.62453,"Yes"
"716","Centre",45000,"Female","26-34","Secondary",15000,-1.21873,"No"
"717","Centre",45000,"Male","18-25","Primary",15000,-1.29617,"No"
"718","Centre",45000,"Male","55-64","Post Secondary",75000,-0.98189,"No"
"719","Centre",45000,"Female","18-25","Post Secondary",35000,1.40361,"Yes"
"720","Centre",45000,"Female","55-64","Secondary",15000,-1.29617,NA
"721","Centre",25000,"Female","45-54","Primary",7500,-0.612,"Undecided"
"722","Centre",25000,"Female","18-25","Primary",15000,0.84305,"Yes"
"723","Centre",25000,"Female","35-44","Secondary",35000,0.63836,"Undecided"
"724","Centre",25000,"Male","18-25","Secondary",75000,0.06239,"No"
"725","Centre",25000,"Male","45-54","Secondary",35000,1.33246,"Yes"
"726","Centre",25000,"Female","26-34","Secondary",NA,0.34195,"Undecided"
"727","Centre",25000,"Female","35-44","Secondary",35000,0.16682,"Undecided"
"728","Centre",25000,"Male","18-25","Secondary",15000,NA,NA
"729","Centre",25000,"Male","35-44","Secondary",35000,0.87593,"Yes"
"730","Centre",25000,"Male","26-34","Secondary",75000,0.16466,"Undecided"
"731","Centre",25000,"Female","26-34","Secondary",35000,0.03032,"Undecided"
"732","Centre",25000,"Female","18-25","Primary",7500,0.78563,"Abstain"
"733","Centre",25000,"Female","55-64","Primary",7500,1.68665,"Yes"
"734","Centre",25000,"Male","18-25","Primary",15000,-1.26325,"No"
"735","Centre",25000,"Male","65+","Primary",2500,-0.80882,"No"
"736","Centre",25000,"Female","45-54","Post Secondary",15000,-0.67532,"Undecided"
"737","Centre",25000,"Female","26-34","Primary",15000,1.41999,"Yes"
"738","Centre",25000,"Male","18-25","Primary",15000,-1.06433,"No"
"739","Centre",25000,"Male","45-54","Secondary",35000,0.24274,"Undecided"
"740","Centre",25000,"Male","35-44","Post Secondary",35000,-0.75159,"No"
"741","Centre",87500,"Female","18-25","Secondary",7500,-0.96542,"Undecided"
"742","Centre",87500,"Female","55-64","Primary",15000,-0.16861,"No"
"743","Centre",87500,"Male","55-64","Primary",7500,0.60565,"Undecided"
"744","Centre",87500,"Male","18-25","Primary",35000,0.36082,"Abstain"
"745","Centre",87500,"Female","55-64","Primary",15000,0.1327,"Undecided"
"746","Centre",87500,"Male","26-34","Post Secondary",75000,-0.73188,"No"
"747","Centre",87500,"Male","26-34","Post Secondary",35000,-1.14103,"No"
"748","Centre",87500,"Female","18-25","Post Secondary",35000,-0.96823,"No"
"749","Centre",87500,"Female","55-64","Primary",35000,1.03942,"Yes"
"750","Centre",87500,"Male","45-54","Post Secondary",75000,-1.29617,"No"
"751","Centre",87500,"Female","45-54","Post Secondary",35000,0.32782,"Yes"
"752","Centre",87500,"Female","18-25","Primary",15000,-0.52933,"Undecided"
"753","Centre",87500,"Female","35-44","Post Secondary",75000,-1.26652,NA
"754","Centre",87500,"Male","35-44","Primary",15000,-1.11878,"No"
"755","Centre",87500,"Male","35-44","Post Secondary",75000,-1.29617,"No"
"756","Centre",87500,"Female","18-25","Primary",2500,1.3924,"Yes"
"757","Centre",87500,"Male","18-25","Primary",15000,-0.80408,"No"
"758","Centre",87500,"Female","45-54","Primary",2500,1.47157,"Yes"
"759","Centre",87500,"Male","35-44","Primary",15000,0.27852,"Undecided"
"760","Centre",87500,"Male","35-44","Primary",15000,-1.01069,"Undecided"
"761","Centre",175000,"Female","35-44","Post Secondary",35000,-1.05333,"No"
"762","Centre",175000,"Male","26-34","Primary",15000,0.59039,NA
"763","Centre",175000,"Female","18-25","Secondary",NA,0.31206,"Undecided"
"764","Centre",175000,"Male","35-44","Post Secondary",35000,-0.12877,"No"
"765","Centre",175000,"Female","18-25","Secondary",7500,0.13374,"Undecided"
"766","Centre",175000,"Female","26-34","Secondary",7500,-1.11442,"Undecided"
"767","Centre",175000,"Male","45-54","Primary",15000,-1.19148,"No"
"768","Centre",175000,"Male","55-64","Primary",15000,-0.55326,"No"
"769","Centre",175000,"Male","18-25","Primary",15000,-1.25986,"No"
"770","Centre",175000,"Female","35-44","Secondary",7500,-1.15622,"Undecided"
"771","Centre",175000,"Male","18-25","Secondary",15000,0.27435,"Abstain"
"772","Centre",175000,"Female","35-44","Post Secondary",75000,0.79492,"Undecided"
"773","Centre",175000,"Female","26-34","Secondary",NA,0.15754,"Undecided"
"774","Centre",175000,"Female","45-54","Primary",NA,1.29284,"Undecided"
"775","Centre",175000,"Male","45-54","Post Secondary",200000,-1.21834,"No"
"776","Centre",175000,"Female","45-54","Secondary",15000,1.5877,"Yes"
"777","Centre",175000,"Female","18-25","Primary",2500,1.1384,"Yes"
"778","Centre",175000,"Male","18-25","Secondary",15000,0.29898,"Yes"
"779","Centre",175000,"Female","26-34","Post Secondary",35000,-1.18011,"No"
"780","Centre",175000,"Male","35-44","Post Secondary",75000,-0.70445,"No"
"781","Centre",175000,"Female","18-25","Secondary",75000,0.98417,"Abstain"
"782","Centre",175000,"Male","45-54","Primary",15000,-1.29617,"No"
"783","Centre",175000,"Female","35-44","Primary",15000,-1.29617,"No"
"784","Centre",175000,"Male","18-25","Secondary",75000,-1.29617,"No"
"785","Centre",175000,"Male","35-44","Primary",15000,-1.29617,"No"
"786","Centre",175000,"Female","18-25","Secondary",7500,-0.81291,"Abstain"
"787","Centre",175000,"Female","35-44","Primary",7500,1.5877,"Yes"
"788","Centre",175000,"Female","55-64","Primary",NA,-1.80301,"Undecided"
"789","Centre",175000,"Male","45-54","Secondary",35000,1.21952,"Undecided"
"790","Centre",175000,"Male","18-25","Secondary",35000,0.74317,"Yes"
"791","Centre",175000,"Female","35-44","Primary",15000,-1.29617,"No"
"792","Centre",175000,"Male","18-25","Secondary",75000,0.90886,"Abstain"
"793","Centre",175000,"Female","18-25","Primary",35000,-1.14456,"No"
"794","Centre",175000,"Female","26-34","Secondary",15000,0.91463,"Yes"
"795","Centre",175000,"Male","35-44","Primary",35000,0.78439,"Undecided"
"796","Centre",175000,"Female","55-64","Primary",7500,-1.15225,"No"
"797","Centre",175000,"Female","35-44","Primary",15000,0.9464,"Yes"
"798","Centre",175000,"Male","35-44","Primary",7500,0.42314,"Undecided"
"799","Centre",175000,"Male","26-34","Secondary",15000,-0.79157,"No"
"800","Centre",175000,"Male","18-25","Secondary",125000,1.08773,NA
"801","Centre",175000,"Male","18-25","Post Secondary",35000,0.35572,"Yes"
"802","Centre",175000,"Female","45-54","Primary",15000,-0.32176,"Undecided"
"803","Centre",175000,"Female","18-25","Secondary",7500,-0.7989,"Abstain"
"804","Centre",175000,"Female","45-54","Primary",7500,0.44717,"Yes"
"805","Centre",175000,"Male","45-54","Primary",15000,1.22444,"Undecided"
"806","Centre",175000,"Female","26-34","Post Secondary",NA,1.49096,"Yes"
"807","Centre",175000,"Female","26-34","Post Secondary",125000,0.06371,"Yes"
"808","Centre",175000,"Male","35-44","Post Secondary",200000,-0.19457,"No"
"809","Centre",175000,"Female","35-44","Post Secondary",75000,1.41116,"Yes"
"810","Centre",175000,"Male","26-34","Secondary",15000,-0.61942,"Undecided"
"811","Centre",175000,"Female","26-34","Secondary",15000,-0.99973,"No"
"812","Centre",175000,"Male","26-34","Secondary",35000,-1.07308,"No"
"813","Centre",175000,"Male","26-34","Post Secondary",35000,-0.7163,"No"
"814","Centre",175000,"Male","35-44","Post Secondary",35000,-0.47005,NA
"815","Centre",175000,"Female","35-44","Post Secondary",35000,-1.00592,"No"
"816","Centre",175000,"Female","18-25","Secondary",15000,-0.97034,"Undecided"
"817","Centre",175000,"Female","55-64","Primary",7500,0.06874,"Undecided"
"818","Centre",175000,"Female","35-44","Secondary",NA,NA,"Undecided"
"819","Centre",175000,"Male","26-34","Secondary",75000,-0.99275,"No"
"820","Centre",175000,"Male","35-44","Primary",15000,-0.08067,"Undecided"
"821","Centre",25000,"Female","26-34","Primary",7500,-0.78136,"Undecided"
"822","Centre",25000,"Female","45-54","Primary",7500,0.26943,"Undecided"
"823","Centre",25000,"Male","26-34","Primary",15000,1.17576,"Undecided"
"824","Centre",25000,"Female","35-44","Primary",15000,1.47615,"Yes"
"825","Centre",25000,"Male","45-54","Primary",7500,0.96198,"Yes"
"826","Centre",25000,"Male","65+","Primary",15000,0.79963,"Yes"
"827","Centre",25000,"Female","26-34","Secondary",15000,-0.39404,"Undecided"
"828","Centre",25000,"Male","18-25","Secondary",35000,-0.73973,"No"
"829","Centre",25000,"Male","26-34","Post Secondary",35000,-1.08349,"No"
"830","Centre",25000,"Female","45-54","Primary",15000,1.56861,"Yes"
"831","Centre",25000,"Male","18-25","Primary",7500,-1.14489,NA
"832","Centre",25000,"Female","35-44","Primary",NA,1.12691,"Yes"
"833","Centre",25000,"Female","26-34","Secondary",15000,-0.92196,"Undecided"
"834","Centre",25000,"Male","35-44","Primary",7500,-1.29617,"No"
"835","Centre",25000,"Male","35-44","Primary",7500,0.80323,"Yes"
"836","Centre",25000,"Male","45-54","Secondary",15000,0.29779,"Yes"
"837","Centre",25000,"Female","26-34","Primary",7500,0.24277,"Undecided"
"838","Centre",25000,"Female","55-64","Primary",15000,1.5877,"Yes"
"839","Centre",25000,"Male","26-34","Post Secondary",15000,-0.01365,"Undecided"
"840","Centre",25000,"Male","18-25","Primary",NA,-1.07036,"No"
"841","Centre",62500,"Female","45-54","Primary",NA,0.1523,"Yes"
"842","Centre",62500,"Male","45-54","Primary",2500,-0.9757,"No"
"843","Centre",62500,"Female","18-25","Primary",15000,0.63187,"Undecided"
"844","Centre",62500,"Male","18-25","Post Secondary",75000,-0.64524,"No"
"845","Centre",62500,"Female","18-25","Secondary",35000,0.81443,"Yes"
"846","Centre",62500,"Male","18-25","Secondary",7500,0.71902,"Yes"
"847","Centre",62500,"Female","45-54","Primary",15000,0.35864,"Yes"
"848","Centre",62500,"Female","18-25","Secondary",15000,-1.08876,"No"
"849","Centre",62500,"Male","35-44","Secondary",15000,1.09242,"Yes"
"850","Centre",62500,"Male","35-44","Primary",35000,1.43653,"Yes"
"851","Centre",62500,"Female","26-34","Post Secondary",75000,-0.83828,"No"
"852","Centre",62500,"Female","55-64","Primary",15000,0.32249,"Abstain"
"853","Centre",62500,"Male","35-44","Post Secondary",35000,-0.54836,"No"
"854","Centre",62500,"Male","26-34","Post Secondary",35000,-1.25795,"No"
"855","Centre",62500,"Female","35-44","Secondary",75000,0.04945,"Yes"
"856","Centre",62500,"Female","26-34","Secondary",35000,0.78044,"Undecided"
"857","Centre",62500,"Female","45-54","Primary",35000,-1.25861,"No"
"858","Centre",62500,"Male","18-25","Secondary",15000,0.0958,"Undecided"
"859","Centre",62500,"Male","18-25","Secondary",35000,-1.00739,"No"
"860","Centre",62500,"Male","45-54","Primary",15000,-0.82423,"No"
"861","Centre",15000,"Male","26-34","Primary",7500,1.55041,"Undecided"
"862","Centre",15000,"Female","18-25","Secondary",15000,1.21971,"Undecided"
"863","Centre",15000,"Female","18-25","Secondary",NA,0.36649,"Yes"
"864","Centre",15000,"Female","65+","Secondary",15000,0.25733,"Yes"
"865","Centre",15000,"Male","35-44","Secondary",7500,-0.82337,"No"
"866","Centre",15000,"Female","45-54","Primary",15000,0.57449,"Yes"
"867","Centre",15000,"Female","18-25","Primary",15000,0.71863,"Undecided"
"868","Centre",15000,"Male","26-34","Secondary",NA,NA,"Undecided"
"869","Centre",15000,"Male","45-54","Secondary",35000,-0.2559,"No"
"870","Centre",15000,"Male","35-44","Primary",35000,-0.25763,"Undecided"
"871","Centre",15000,"Male","18-25","Primary",15000,0.41138,"Abstain"
"872","Centre",15000,"Male","45-54","Primary",7500,1.00124,"Yes"
"873","Centre",15000,"Male","26-34","Primary",7500,1.28046,"Yes"
"874","Centre",15000,"Female","65+","Primary",7500,0.75321,NA
"875","Centre",15000,"Female","18-25","Primary",2500,-0.76832,"Yes"
"876","Centre",15000,"Male","18-25","Secondary",7500,0.02383,"Yes"
"877","Centre",15000,"Male","65+","Primary",7500,-1.29617,"No"
"878","Centre",15000,"Female","26-34","Secondary",7500,1.31961,"Undecided"
"879","Centre",15000,"Female","45-54","Primary",2500,0.69169,"Yes"
"880","Centre",15000,"Male","65+","Primary",7500,1.3601,"Yes"
"881","Centre",25000,"Female","65+","Primary",7500,1.32047,"Yes"
"882","Centre",25000,"Male","55-64","Primary",7500,1.4702,"Undecided"
"883","Centre",25000,"Male","18-25","Primary",7500,1.35787,"Yes"
"884","Centre",25000,"Male","26-34","Primary",15000,1.3093,NA
"885","Centre",25000,"Male","26-34","Secondary",15000,0.39928,"Undecided"
"886","Centre",25000,"Female","18-25","Secondary",15000,0.90219,"Undecided"
"887","Centre",25000,"Female","18-25","Primary",35000,1.08088,"Yes"
"888","Centre",25000,"Male","26-34","Secondary",35000,0.65511,"Undecided"
"889","Centre",25000,"Female","45-54","Primary",2500,0.75797,"Yes"
"890","Centre",25000,"Male","55-64","Primary",2500,1.47615,"Yes"
"891","Centre",25000,"Male","65+","Primary",15000,0.6589,"Undecided"
"892","Centre",25000,"Female","35-44","Primary",7500,1.4045,"Yes"
"893","Centre",25000,"Male","18-25","Primary",2500,-1.22876,"No"
"894","Centre",25000,"Male","45-54","Primary",7500,1.45616,"Yes"
"895","Centre",25000,"Female","26-34","Secondary",15000,1.55465,"Yes"
"896","Centre",25000,"Female","18-25","Secondary",7500,1.50229,"Yes"
"897","Centre",25000,"Male","26-34","Secondary",15000,0.58726,"Abstain"
"898","Centre",25000,"Female","35-44","Primary",7500,0.76371,"Undecided"
"899","Centre",25000,"Male","65+","Primary",7500,1.04827,"Undecided"
"900","Centre",25000,"Female","45-54","Primary",7500,0.40629,"Undecided"
"901","Centre",25000,"Female","35-44","Primary",15000,0.43968,NA
"902","Centre",25000,"Female","26-34","Primary",7500,1.5877,"Yes"
"903","Centre",25000,"Male","18-25","Secondary",15000,-0.95379,"No"
"904","Centre",25000,"Female","55-64","Primary",7500,1.5877,"Yes"
"905","Centre",25000,"Male","55-64","Primary",7500,1.43653,"Yes"
"906","Centre",25000,"Female","35-44","Secondary",NA,1.17767,"Yes"
"907","Centre",25000,"Female","26-34","Secondary",35000,0.68807,"Yes"
"908","Centre",25000,"Male","65+","Primary",NA,1.5877,"Yes"
"909","Centre",25000,"Male","65+","Primary",NA,1.5877,"Yes"
"910","Centre",25000,"Male","18-25","Post Secondary",15000,-1.19137,"No"
"911","Centre",25000,"Female","18-25","Primary",15000,1.33829,"Yes"
"912","Centre",25000,"Female","45-54","Secondary",7500,1.35481,"Yes"
"913","Centre",25000,"Female","18-25","Secondary",NA,0.53658,"Undecided"
"914","Centre",25000,"Male","45-54","Primary",15000,0.9338,"Undecided"
"915","Centre",25000,"Male","18-25","Primary",15000,-1.22258,"No"
"916","Centre",25000,"Male","18-25","Secondary",75000,-0.88064,"No"
"917","Centre",25000,"Male","55-64","Primary",35000,1.55678,"Undecided"
"918","Centre",25000,"Female","35-44","Primary",7500,0.91033,"Undecided"
"919","Centre",25000,"Female","18-25","Secondary",35000,0.34316,"Yes"
"920","Centre",25000,"Male","26-34","Primary",35000,-0.02385,"Yes"
"921","South",125000,"Male","18-25","Secondary",15000,1.29424,"Yes"
"922","South",125000,"Male","35-44","Primary",2500,-1.29617,"No"
"923","South",125000,"Female","26-34","Post Secondary",15000,-1.29617,"No"
"924","South",125000,"Female","55-64","Secondary",35000,-1.29617,"No"
"925","South",125000,"Male","65+","Primary",7500,-1.29617,"No"
"926","South",125000,"Female","45-54","Primary",7500,1.54802,"Yes"
"927","South",125000,"Female","26-34","Secondary",NA,0.92815,"Yes"
"928","South",125000,"Female","18-25","Primary",7500,0.5492,"Yes"
"929","South",125000,"Male","35-44","Post Secondary",75000,1.43203,"Yes"
"930","South",125000,"Male","35-44","Primary",2500,1.17367,"Yes"
"931","South",125000,"Male","65+","Secondary",15000,1.1643,"Yes"
"932","South",125000,"Male","35-44","Primary",15000,0.85852,"Undecided"
"933","South",125000,"Female","18-25","Primary",7500,1.26956,"Yes"
"934","South",125000,"Female","65+","Secondary",15000,0.40663,"Abstain"
"935","South",125000,"Female","18-25","Secondary",7500,0.96938,"Yes"
"936","South",125000,"Male","18-25","Secondary",15000,-0.73957,"No"
"937","South",125000,"Male","55-64","Primary",2500,0.6589,"Undecided"
"938","South",125000,"Female","55-64","Primary",NA,-0.09889,NA
"939","South",125000,"Male","18-25","Primary",2500,1.25084,"Yes"
"940","South",125000,"Female","45-54","Primary",15000,0.69887,"Yes"
"941","South",45000,"Male","35-44","Primary",75000,0.46287,"Undecided"
"942","South",45000,"Female","18-25","Secondary",15000,0.81279,"Undecided"
"943","South",45000,"Male","26-34","Primary",75000,0.99576,"Undecided"
"944","South",45000,"Female","45-54","Primary",75000,0.23543,"Undecided"
"945","South",45000,"Male","35-44","Primary",2500,1.00383,"Undecided"
"946","South",45000,"Female","18-25","Post Secondary",15000,-0.5488,"Undecided"
"947","South",45000,"Female","35-44","Primary",7500,0.66545,"Undecided"
"948","South",45000,"Male","18-25","Primary",2500,1.25306,"Yes"
"949","South",45000,"Male","45-54","Secondary",35000,-1.29617,"No"
"950","South",45000,"Male","35-44","Post Secondary",35000,0.19914,"Yes"
"951","South",45000,"Female","26-34","Secondary",7500,0.21006,"Undecided"
"952","South",45000,"Female","18-25","Secondary",7500,1.31037,"Yes"
"953","South",45000,"Male","45-54","Post Secondary",75000,1.48547,"Yes"
"954","South",45000,"Male","18-25","Post Secondary",35000,1.1538,"Yes"
"955","South",45000,"Female","45-54","Primary",2500,-0.60865,"Undecided"
"956","South",45000,"Female","45-54","Secondary",7500,-0.2688,"No"
"957","South",45000,"Female","55-64","Primary",75000,-0.89149,"Yes"
"958","South",45000,"Female","18-25","Primary",75000,-0.97181,"No"
"959","South",45000,"Female","45-54","Post Secondary",2500,-0.86092,"No"
"960","South",45000,"Male","26-34","Primary",7500,1.04754,"Yes"
"961","South",15000,"Male","26-34","Primary",7500,0.20483,"Yes"
"962","South",15000,"Female","35-44","Primary",7500,-1.26247,"No"
"963","South",15000,"Male","55-64","Primary",2500,1.30792,"Yes"
"964","South",15000,"Female","18-25","Secondary",15000,-0.78802,"No"
"965","South",15000,"Male","35-44","Primary",15000,-0.72822,"No"
"966","South",15000,"Female","65+","Primary",7500,0.82519,"Undecided"
"967","South",15000,"Female","18-25","Post Secondary",7500,0.24983,"Undecided"
"968","South",15000,"Male","18-25","Secondary",15000,-1.18323,"No"
"969","South",15000,"Male","55-64","Primary",2500,1.43793,"Yes"
"970","South",15000,"Male","26-34","Secondary",35000,-1.10367,"No"
"971","South",15000,"Male","65+","Secondary",2500,-0.82983,"Undecided"
"972","South",15000,"Male","18-25","Primary",35000,-0.40224,"Abstain"
"973","South",15000,"Female","26-34","Secondary",35000,0.2461,"Undecided"
"974","South",15000,"Female","65+","Primary",7500,-1.16134,"Undecided"
"975","South",15000,"Female","26-34","Secondary",15000,1.40733,"Undecided"
"976","South",15000,"Male","26-34","Post Secondary",35000,-0.50424,"No"
"977","South",15000,"Female","55-64","Primary",7500,1.1493,"Yes"
"978","South",15000,"Male","26-34","Primary",2500,1.09701,"Yes"
"979","South",15000,"Female","65+","Primary",7500,0.86323,"Undecided"
"980","South",15000,"Male","45-54","Secondary",35000,0.71448,"Yes"
"981","South",8750,"Male","35-44","Primary",7500,1.0188,"Yes"
"982","South",8750,"Male","18-25","Primary",7500,0.83115,"Yes"
"983","South",8750,"Male","26-34","Secondary",15000,-1.00723,"No"
"984","South",8750,"Female","45-54","Primary",7500,-1.08585,"No"
"985","South",8750,"Female","18-25","Primary",2500,-0.96528,"No"
"986","South",8750,"Male","65+","Primary",7500,0.93522,"Yes"
"987","South",8750,"Female","35-44","Primary",7500,1.55399,"Yes"
"988","South",8750,"Male","55-64","Secondary",125000,0.97823,"Yes"
"989","South",8750,"Female","26-34","Secondary",35000,1.40361,"Yes"
"990","South",8750,"Male","26-34","Secondary",35000,1.33246,"Yes"
"991","South",8750,"Female","45-54","Secondary",7500,1.43732,"Yes"
"992","South",8750,"Male","55-64","Primary",7500,1.5877,"Yes"
"993","South",8750,"Female","18-25","Secondary",2500,-0.93058,"Undecided"
"994","South",8750,"Male","55-64","Primary",7500,1.25541,"Undecided"
"995","South",8750,"Male","18-25","Secondary",15000,-0.61822,NA
"996","South",8750,"Female","18-25","Secondary",15000,0.10978,"Undecided"
"997","South",8750,"Female","18-25","Secondary",35000,0.81609,"Yes"
"998","South",8750,"Male","18-25","Secondary",75000,1.32935,"Yes"
"999","South",8750,"Female","55-64","Primary",15000,0.07679,"Undecided"
"1000","South",8750,"Male","35-44","Primary",15000,1.51284,"No"
"1001","South",125000,"Female","35-44","Primary",15000,0.01293,"Abstain"
"1002","South",125000,"Female","26-34","Secondary",7500,0.90908,"Yes"
"1003","South",125000,"Male","26-34","Primary",7500,-1.1464,"No"
"1004","South",125000,"Male","35-44","Secondary",15000,-0.9406,"No"
"1005","South",125000,"Male","35-44","Primary",15000,0.74986,"Yes"
"1006","South",125000,"Male","65+","Primary",15000,0.38388,"Undecided"
"1007","South",125000,"Male","18-25","Primary",7500,0.3898,"Undecided"
"1008","South",125000,"Male","18-25","Primary",7500,0.96249,"Yes"
"1009","South",125000,"Female","35-44","Primary",7500,0.401,"Yes"
"1010","South",125000,"Female","18-25","Primary",2500,1.5877,"Yes"
"1011","South",125000,"Female","26-34","Secondary",15000,1.55477,"Yes"
"1012","South",125000,"Male","55-64","Secondary",2500,-0.69048,"Yes"
"1013","South",125000,"Male","26-34","Secondary",15000,1.36539,"Yes"
"1014","South",125000,"Female","35-44","Secondary",15000,-0.40457,"Undecided"
"1015","South",125000,"Female","35-44","Primary",15000,1.39692,"Yes"
"1016","South",125000,"Male","35-44","Secondary",35000,0.16282,"Yes"
"1017","South",125000,"Male","26-34","Secondary",35000,1.25257,"Yes"
"1018","South",125000,"Female","35-44","Primary",15000,0.31096,"Yes"
"1019","South",125000,"Female","18-25","Secondary",35000,1.40361,"Yes"
"1020","South",125000,"Female","35-44","Post Secondary",35000,-0.31346,"No"
"1021","South",25000,"Female","18-25","Primary",35000,-0.78492,"Abstain"
"1022","South",25000,"Female","45-54","Primary",15000,1.27441,"Yes"
"1023","South",25000,"Male","18-25","Post Secondary",35000,-0.3202,"Abstain"
"1024","South",25000,"Male","55-64","Primary",15000,0.99792,"Yes"
"1025","South",25000,"Male","45-54","Primary",35000,0.1526,"Abstain"
"1026","South",25000,"Female","18-25","Primary",15000,1.09549,"Yes"
"1027","South",25000,"Female","35-44","Primary",35000,0.10905,"Yes"
"1028","South",25000,"Male","65+","Primary",15000,-0.87023,"Undecided"
"1029","South",25000,"Male","18-25","Primary",35000,-0.97943,"No"
"1030","South",25000,"Male","18-25","Secondary",15000,-0.08141,"Yes"
"1031","South",25000,"Male","45-54","Post Secondary",15000,0.80633,"Yes"
"1032","South",25000,"Female","45-54","Primary",7500,0.13589,"Undecided"
"1033","South",25000,"Male","26-34","Primary",15000,-0.0728,"Undecided"
"1034","South",25000,"Female","35-44","Secondary",15000,1.27567,"Yes"
"1035","South",25000,"Male","18-25","Secondary",15000,-0.96901,"No"
"1036","South",25000,"Female","45-54","Primary",7500,0.14576,"Yes"
"1037","South",25000,"Female","35-44","Secondary",7500,1.54808,"Yes"
"1038","South",25000,"Male","18-25","Secondary",2500,0.24455,"Yes"
"1039","South",25000,"Female","18-25","Secondary",15000,1.43793,"Yes"
"1040","South",25000,"Male","45-54","Primary",7500,-0.91601,"Undecided"
"1041","South",25000,"Female","18-25","Secondary",7500,1.21252,"Abstain"
"1042","South",25000,"Male","55-64","Primary",2500,1.39241,"Yes"
"1043","South",25000,"Male","26-34","Secondary",7500,-0.37017,"Yes"
"1044","South",25000,"Male","26-34","Primary",7500,1.18326,"Yes"
"1045","South",25000,"Female","35-44","Secondary",15000,1.36173,"Yes"
"1046","South",25000,"Female","45-54","Primary",2500,-0.79576,"Undecided"
"1047","South",25000,"Female","18-25","Post Secondary",15000,-1.29617,"No"
"1048","South",25000,"Male","35-44","Primary",7500,-0.0493,"No"
"1049","South",25000,"Male","26-34","Primary",2500,0.13858,"Undecided"
"1050","South",25000,"Male","35-44","Primary",2500,0.12341,"Yes"
"1051","South",25000,"Female","18-25","Post Secondary",35000,-0.7125,"No"
"1052","South",25000,"Female","35-44","Secondary",35000,-0.0338,"Undecided"
"1053","South",25000,"Female","35-44","Post Secondary",35000,0.21687,"Undecided"
"1054","South",25000,"Male","55-64","Primary",7500,-0.43126,"Undecided"
"1055","South",25000,"Male","18-25","Primary",7500,0.2575,"Yes"
"1056","South",25000,"Female","35-44","Primary",2500,1.5877,"Yes"
"1057","South",25000,"Male","18-25","Secondary",2500,-1.19739,"No"
"1058","South",25000,"Female","18-25","Primary",2500,1.46885,"Yes"
"1059","South",25000,"Female","26-34","Primary",7500,1.3587,"Abstain"
"1060","South",25000,"Male","55-64","Primary",7500,1.47615,"Yes"
"1061","South",250000,"Male","45-54","Post Secondary",35000,0.40498,"Yes"
"1062","South",250000,"Female","18-25","Secondary",35000,-1.29293,"No"
"1063","South",250000,"Male","35-44","Secondary",35000,-1.1517,"No"
"1064","South",250000,"Male","18-25","Secondary",35000,0.98762,"Yes"
"1065","South",250000,"Female","35-44","Post Secondary",75000,0.05047,"Yes"
"1066","South",250000,"Female","26-34","Secondary",15000,-0.88716,"No"
"1067","South",250000,"Female","45-54","Secondary",15000,-1.07783,"Abstain"
"1068","South",250000,"Male","55-64","Secondary",35000,-0.1693,"No"
